index,headSize,headWidth,foreheadPosition,foreheadSize,jawsPosition,jawsSize,chinPosition,chinSize,chinPronounced,lowCheek,cheekPosition,cheekSize,earsPosition,earsRotation,earsSize,eyeSize,eyePosition,eyeDepth,eyeRotation,eyeDistance,eyeSquint,noseSize,nosePosition,noseFlatten,nosePronounced,noseWidth,noseBridge,noseCurve,noseInclination,mouthSize,mouthPosition,mouthPronounced,lipsSize
2023-07-19 11:30:02:4210,0.2446264,0.9248934,0.4271383,0.6994293,0.4373938,0.5145103,0.8600051,0.7525946,0.362295,0.1194026,0.9664967,0.2389393,0.1084715,0.4165799,0.160024,0.5731291,0.7736028,0.5547684,0.8663142,0.2757402,0.8383132,0.212611,0.7746459,0.2278571,0.736223,0.1563016,0.7627978,0.9001664,0.5923508,0.8034059,0.3619608,0.776824,0.06145382
2023-07-19 11:30:02:9207,0.9411881,0.08341205,0.4783942,0.8677717,0.1447495,0.8956081,0.850834,0.8844984,0.2398944,0.3803887,0.8316168,0.632212,0.2663373,0.8287735,0.6122796,0.05553973,0.4509738,0.7501832,0.3951418,0.4897822,0.5969607,0.5989987,0.9940108,0.7253315,0.7190897,0.2247089,0.6267265,0.66241,0.4325016,0.01997936,0.3450893,0.6107798,0.2037959
2023-07-19 11:30:03:4207,0.9518454,0.7016629,0.2034853,0.2888606,0.3078611,0.7445712,0.9566959,0.4759237,0.718074,0.8384411,0.8624521,0.5036903,0.694033,0.4112775,0.1653419,0.5135037,0.3950871,0.6004227,0.225145,0.9026002,0.3676466,0.6593578,0.3464714,0.9011594,0.6317241,0.807644,0.8022135,0.3692508,0.05094326,0.1017542,0.2287462,0.1506773,0.684132
2023-07-19 11:30:03:9212,0.2062359,0.08427477,0.5200203,0.5759094,0.5387551,0.1552466,0.09161711,0.7525363,0.5056954,0.5659227,0.8279934,0.3558852,0.5634992,0.6620423,0.5238149,0.4998649,0.1561192,0.9459767,0.1783164,0.7563876,0.4557096,0.9884319,0.6504315,0.492375,0.8035004,0.5969412,0.338708,0.999509,0.02998447,0.9976462,0.8854891,0.9840158,0.9206673
2023-07-19 11:30:04:4222,0.179428,0.3653219,0.08160102,0.06920159,0.03034961,0.08519983,0.1221347,0.01552963,0.4132293,0.7231942,0.4165614,0.1081618,0.6222534,0.6442758,0.2229002,0.488238,0.8777952,0.151311,0.4967734,0.02755809,0.05357993,0.6965768,0.000361681,0.9500958,0.7746547,0.8945148,0.3936078,0.4851509,0.8044655,0.7713796,0.6133289,0.7115732,0.7153933
2023-07-19 11:30:04:9232,0.4935538,0.1162639,0.9648438,0.8127925,0.4909113,0.6745324,0.448077,0.1121867,0.3389984,0.5063823,0.4668657,0.8239727,0.7415731,0.8864006,0.8792859,0.3035557,0.2877889,0.7651693,0.6045617,0.3870509,0.4448301,0.995659,0.6716468,0.3444214,0.7370086,0.9242715,0.2469647,0.3367568,0.4248618,0.7234601,0.9509102,0.6758355,0.3025967
2023-07-19 11:30:05:4242,0.7465175,0.2310873,0.8662461,0.8849624,0.2299237,0.8663151,0.9200045,0.6591408,0.8044471,0.2278374,0.6730278,0.3992109,0.2047234,0.1788447,0.5158862,0.9554681,0.5338472,0.6216111,0.97234,0.6718751,0.9680885,0.14213,0.5633034,0.8770425,0.1997905,0.3645058,0.5097165,0.9991317,0.2853505,0.08399081,0.8773715,0.9064137,0.07377124
2023-07-19 11:30:05:9262,0.0804528,0.3145493,0.4005077,0.5303225,0.4017572,0.9935594,0.8163794,0.8990239,0.8594567,0.2634241,0.8025994,0.6634252,0.6870364,0.2176682,0.2246848,0.8070531,0.2622936,0.9596287,0.6628428,0.6643864,0.5703856,0.6166137,0.7391086,0.7456725,0.6137756,0.5683998,0.8172328,0.1226811,0.355156,0.1405516,0.9678416,0.2367672,0.3454059
2023-07-19 11:30:06:4272,0.3882919,0.203166,0.7517101,0.1365852,0.4846013,0.4322571,0.4652618,0.3182995,0.09288669,0.8140278,0.0116055,0.2524627,0.8986956,0.2949114,0.2295109,0.1488909,0.6804279,0.7558528,0.09093928,0.5318467,0.3674594,0.2334057,0.1209483,0.0533576,0.2022184,0.574159,0.5088601,0.298636,0.7581223,0.7194512,0.1832404,0.2352967,0.4497104
2023-07-19 11:30:06:9302,0.2893717,0.7174388,0.6919223,0.3346773,0.5289237,0.5846471,0.6197874,0.7199743,0.7146969,0.6835892,0.3464175,0.4578657,0.6414733,0.2073145,0.3132901,0.6352222,0.8327085,0.3173231,0.847507,0.4588779,0.9445864,0.4642412,0.1284858,0.1843932,0.9719958,0.877324,0.7765614,0.6340904,0.0485853,0.7092065,0.6062966,0.8966771,0.6716102
2023-07-19 11:30:07:4292,0.1341085,0.9969268,0.254461,0.6703588,0.02636898,0.3638554,0.1043783,0.8916719,0.06754339,0.3602495,0.6486651,0.02099204,0.4698686,0.5067182,0.7896148,0.8142647,0.8142705,0.003494382,0.7449108,0.5883631,0.690251,0.8456655,0.07468557,0.6926526,0.02953577,0.565831,0.4095969,0.6086012,0.2357551,0.7289342,0.0718255,0.6845361,0.9265711
2023-07-19 11:30:07:9302,0.8541657,0.2495699,0.3308445,0.5561503,0.9714271,0.6832058,0.3684751,0.4949973,0.8832624,0.636649,0.2044058,0.7125324,0.4715468,0.1067846,0.4538395,0.4318294,0.9596664,0.01462233,0.8834215,0.1891856,0.9958581,0.7374054,0.2393159,0.4325324,0.1812466,0.2459961,0.8312292,0.1815042,0.2946436,0.8697944,0.6823497,0.3315436,0.3109542
2023-07-19 11:30:08:4332,0.3977944,0.02385342,0.3113884,0.7622361,0.9683161,0.988399,0.259272,0.4473109,0.2413012,0.8465769,0.9385796,0.4728476,0.34637,0.4617688,0.368726,0.03553772,0.468793,0.5048016,0.4161809,0.7831564,0.2248961,0.02559972,0.6231635,0.3771397,0.06230831,0.2177681,0.6664227,0.7417022,0.5161445,0.4510439,0.9053638,0.1135831,0.6790656
2023-07-19 11:30:08:9322,0.1113716,0.3800753,0.710304,0.994626,0.05021799,0.184834,0.4158725,0.9866694,0.8328258,0.7168406,0.7729586,0.02721214,0.3048198,0.00712502,0.06725121,0.9072855,0.8599641,0.8940945,0.7128103,0.2149092,0.2077531,0.2882392,0.7660426,0.2592748,0.3924562,0.4443579,0.8876891,0.4505357,0.6394848,0.05297363,0.8594509,0.4873222,0.8997091
2023-07-19 11:30:09:4332,0.1882367,0.6793441,0.2299767,0.1316718,0.3916042,0.1504914,0.5097799,0.2440916,0.7155485,0.9775503,0.3792127,0.4600001,0.8452302,0.4691257,0.1340388,0.6972299,0.5819854,0.5142568,0.7523988,0.05334711,0.186559,0.8722314,0.3023863,0.2536196,0.4989437,0.2000084,0.855199,0.1981171,0.6386936,0.5827219,0.02311516,0.201773,0.5695661
2023-07-19 11:30:09:9342,0.09828877,0.4828188,0.6507298,0.01882696,0.7151573,0.3875672,0.602962,0.2653944,0.4872729,0.3148627,0.7542658,0.2970025,0.2515351,0.7921335,0.8821278,0.5978994,0.4686792,0.1431763,0.5032141,0.04100299,0.2185194,0.9482632,0.7540064,0.179669,0.994285,0.5839202,0.2961664,0.7642831,0.8601499,0.942899,0.5594605,0.6464114,0.06663179
2023-07-19 11:30:10:4392,0.9265003,0.826955,0.6703036,0.1348751,0.0155834,0.2871272,0.9660325,0.9904307,0.7332711,0.01972032,0.2846079,0.2505612,0.2918835,0.1711129,0.2422795,0.1933452,0.5485308,0.9205617,0.7964908,0.2490631,0.1970718,0.4381085,0.2796797,0.2333484,0.2976236,0.1575459,0.9799001,0.8065729,0.5107474,0.548403,0.9159878,0.9973333,0.5804356
2023-07-19 11:30:10:9422,0.3565807,0.892994,0.7123858,0.2659628,0.1352273,0.3168022,0.7165185,0.541046,0.8665953,0.08582306,0.06030464,0.4323856,0.633142,0.7353395,0.9174098,0.1916902,0.6943192,0.2673772,0.6698183,0.2351856,0.7651426,0.7145149,0.8298229,0.7888416,0.7773259,0.8843975,0.6002316,0.4259061,0.3533335,0.3954638,0.321354,0.5085918,0.2231641
2023-07-19 11:30:11:4382,0.00100708,0.6166556,0.03527212,0.2043729,0.01610959,0.9284433,0.02477789,0.4874887,0.8948023,0.7876861,0.264537,0.4733338,0.5989707,0.1343654,0.6049971,0.3038779,0.1313555,0.9248923,0.2695661,0.06373906,0.3671587,0.3720322,0.7425528,0.4549362,0.5582038,0.7471001,0.5082704,0.4923044,0.4913005,0.4869745,0.4138022,0.5697992,0.8500297
2023-07-19 11:30:11:9372,0.1434814,0.3159139,0.1061248,0.1843016,0.7225528,0.7947958,0.2845216,0.9049381,0.6899725,0.6343926,0.9338747,0.3989442,0.403488,0.6677011,0.3475221,0.8095573,0.6786636,0.09411836,0.545655,0.5333433,0.6891142,0.8576688,0.5520832,0.2359711,0.02619088,0.4533253,0.570209,0.8206774,0.3701045,0.8423388,0.9674822,0.7755017,0.4407514
2023-07-19 11:30:12:4382,0.3277684,0.811355,0.8325503,0.1965317,0.5262112,0.8123966,0.2352637,0.2504033,0.3657805,0.02170646,0.1237938,0.6691684,0.09321773,0.0246278,0.8475138,0.752429,0.8844821,0.6420711,0.2952901,0.9585481,0.1910744,0.1872874,0.08541679,0.2316222,0.9758356,0.324867,0.8634112,0.4841273,0.4552001,0.2627067,0.9095786,0.1608483,0.6570469
2023-07-19 11:30:12:9387,0.7191429,0.1160641,0.1929646,0.1627213,0.5906586,0.2195728,0.4777185,0.8414708,0.06438196,0.02218831,0.9524873,0.05473411,0.473398,0.6132737,0.1874446,0.3498636,0.7567197,0.4772668,0.01948893,0.722495,0.4937695,0.7112167,0.8666157,0.7866865,0.4852307,0.1810338,0.5337473,0.435331,0.5133355,0.8477907,0.3803492,0.6176057,0.4852319
2023-07-19 11:30:13:4397,0.6718178,0.5961577,0.6200793,0.3722959,0.6213588,0.3691791,0.9114338,0.4661091,0.3621532,0.5753432,0.1002449,0.2549394,0.4556622,0.5376891,0.3372859,0.9952229,0.2310989,0.8318777,0.4919308,0.2251266,0.4122607,0.01665509,0.3906087,0.5947739,0.8232282,0.8705188,0.00750947,0.8549006,0.5698546,0.5457446,0.3089884,0.3937313,0.8960713
2023-07-19 11:30:13:9407,0.8588824,0.2158215,0.8092268,0.3171822,0.5839543,0.6355085,0.3006033,0.6670748,0.1830784,0.3406581,0.9950052,0.1628945,0.3760917,0.6065685,0.6747532,0.9889472,0.607089,0.6416718,0.7322036,0.1364908,0.8446836,0.4575676,0.7572618,0.1100969,0.7361164,0.01999009,0.9209396,0.8954619,0.2017947,0.1404823,0.7439442,0.75281,0.5305097
2023-07-19 11:30:14:4427,0.7229023,0.9090048,0.2985973,0.002040744,0.09500968,0.6591835,0.8813341,0.2456495,0.6497655,0.3861057,0.8694748,0.353241,0.2192709,0.8184124,0.8261012,0.0002006292,0.7423582,0.6078785,0.09785783,0.5987893,0.9447066,0.7863604,0.4168313,0.5985144,0.3504725,0.6142189,0.9211931,0.6308457,0.8513839,0.07857895,0.8707582,0.4809391,0.8668975
2023-07-19 11:30:14:9627,0.5329617,0.7643859,0.8233014,0.129814,0.004805088,0.03241646,0.728157,0.04876816,0.7460451,0.2750812,0.7586819,0.6841613,0.527289,0.7321686,0.7762107,0.8188305,0.106901,0.7455727,0.1552815,0.8538353,0.05044866,0.2173632,0.266262,0.3455495,0.958177,0.6644125,0.1873943,0.8404229,0.9269558,0.8595335,0.7055157,0.04285538,0.5112196
2023-07-19 11:30:15:4447,0.3467919,0.5515456,0.6944267,0.9920398,0.3542774,0.6563147,0.5933868,0.1282144,0.948885,0.02630174,0.9454052,0.1448779,0.4519858,0.5087993,0.9221812,0.04455447,0.8964969,0.9415718,0.9452771,0.7725844,0.403039,0.7160474,0.5895906,0.5594041,0.3067566,0.6914798,0.3258695,0.1582806,0.7566015,0.06080258,0.4712963,0.7483435,0.935288
2023-07-19 11:30:15:9437,0.8294885,0.8112109,0.9543675,0.9788241,0.4224065,0.5907411,0.9503431,0.9576539,0.9370944,0.4959601,0.1619173,0.1116641,0.9132361,0.2781038,0.7871934,0.4443,0.3486792,0.007236481,0.237208,0.67823,0.159349,0.4170423,0.2262082,0.6916702,0.03676033,0.1933672,0.2398174,0.0820874,0.3015983,0.9320818,0.4592125,0.6832876,0.2667786
2023-07-19 11:30:16:4457,0.7997328,0.08035958,0.2142111,0.6377146,0.9947746,0.1606585,0.2310016,0.1398767,0.5176954,0.3275401,0.5260106,0.3652758,0.2690055,0.2263173,0.2953786,0.8936833,0.7538868,0.004480243,0.005831838,0.6190162,0.2441007,0.06137848,0.2723438,0.1212212,0.1434379,0.8847736,0.9500359,0.5887565,0.4767,0.8564725,0.8449256,0.7592074,0.8416256
2023-07-19 11:30:16:9467,0.9621594,0.3451338,0.06349397,0.3371877,0.3312374,0.4208807,0.7224513,0.2071403,0.03906608,0.9162986,0.9175203,0.9451138,0.1296494,0.9867892,0.5564584,0.668823,0.0634253,0.3013182,0.1606386,0.1243178,0.05910289,0.0305444,0.8939066,0.7611631,0.0241859,0.3300629,0.9867219,0.5195286,0.5436965,0.9365836,0.648664,0.008088112,0.8299791
2023-07-19 11:30:17:4517,0.7567996,0.3419977,0.847114,0.4774978,0.3568465,0.8623035,0.7030272,0.7971083,0.678133,0.8769094,0.8722714,0.2255095,0.9435027,0.3044328,0.966561,0.4529007,0.3392748,0.65786,0.7931024,0.4272582,0.02933049,0.2154827,0.393076,0.7413975,0.6517501,0.5142863,0.9853895,0.2797031,0.6083054,0.6206412,0.3343088,0.3530704,0.7524773
2023-07-19 11:30:17:9527,0.7974043,0.2371745,0.2933814,0.02620971,0.3795603,0.382226,0.4260628,0.8412549,0.4517074,0.8018771,0.8443809,0.7724394,0.2021003,0.7248731,0.07684422,0.869905,0.851891,0.06865621,0.9527496,0.7248899,0.2493969,0.876079,0.9976219,0.3312249,0.9149257,0.8286811,0.8073257,0.8566942,0.3513061,0.09619153,0.09252012,0.3702529,0.8380631
2023-07-19 11:30:18:4487,0.6238567,0.9449228,0.9273711,0.283136,0.2978788,0.3859232,0.1430153,0.1903905,0.882329,0.8392799,0.7680029,0.9286309,0.8940572,0.697052,0.6926199,0.1594588,0.7835988,0.101763,0.2225789,0.01139152,0.5158094,0.0521642,0.8756129,0.8977613,0.8926815,0.4109725,0.9608153,0.8007909,0.6926359,0.8917022,0.8870878,0.8827266,0.324412
2023-07-19 11:30:18:9495,0.2306165,0.8416673,0.9661152,0.7581552,0.309419,0.4501041,0.3542283,0.7753289,0.2777905,0.1738986,0.7606936,0.06810188,0.01159322,0.1309263,0.6226546,0.2205882,0.4107028,0.7135013,0.6687909,0.08701479,0.2560218,0.7144842,0.9327052,0.2354448,0.2771298,0.405152,0.9358463,0.8053985,0.5657403,0.4945567,0.2993522,0.592401,0.6430067
2023-07-19 11:30:19:4485,0.9705576,0.7308156,0.729756,0.5616435,0.6300871,0.8461708,0.8561121,0.1743138,0.6916963,0.4475252,0.2240849,0.814522,0.4748099,0.9407506,0.7824867,0.644551,0.8930622,0.8326899,0.8337169,0.7875401,0.2495236,0.7192442,0.3412849,0.3868057,0.1042628,0.8330026,0.2123955,0.5059624,0.4114718,0.2358778,0.842708,0.03006971,0.5418831
2023-07-19 11:30:19:9515,0.5010274,0.5716718,0.4216865,0.2815741,0.5250099,0.2608337,0.6599474,0.8358134,0.8141501,0.7387904,0.7916876,0.6012719,0.5238432,0.9546331,0.4143429,0.01001132,0.5870691,0.8962519,0.2917978,0.2986316,0.4323232,0.8808763,0.9565626,0.342253,0.851315,0.1304164,0.6290643,0.03942442,0.286458,0.3082191,0.9406523,0.2525508,0.3531556
2023-07-19 11:30:20:4505,0.0927453,0.6330773,0.3448561,0.4925548,0.6568493,0.8163962,0.6695418,0.3494582,0.02706051,0.46777,0.01476705,0.8160416,0.7180091,0.8981782,0.274296,0.9167322,0.1602302,0.9394377,0.6946225,0.6927761,0.1903324,0.2113405,0.8472562,0.9638796,0.8576264,0.8518345,0.4618829,0.9901416,0.5527211,0.9403294,0.482591,0.4790739,0.4906908
2023-07-19 11:30:20:9555,0.1806937,0.7035902,0.6620631,0.05922043,0.4562511,0.4935881,0.1013002,0.03128564,0.7854688,0.635209,0.07628298,0.05883217,0.7207309,0.72286,0.5500764,0.002410769,0.160223,0.1329268,0.2910573,0.3248872,0.4885339,0.7570748,0.0850749,0.6582891,0.7035841,0.6851133,0.05177212,0.3690717,0.7993273,0.8312296,0.9103957,0.07875741,0.8941619
2023-07-19 11:30:21:4535,0.2271084,0.1492147,0.3781615,0.1156358,0.2212118,0.8776702,0.7498981,0.4803131,0.4174621,0.4611127,0.207431,0.9546034,0.868341,0.1584893,0.2218161,0.1299025,0.6799229,0.4375891,0.09437072,0.01188421,0.5685857,0.09941733,0.7674953,0.9759783,0.6411362,0.05283237,0.3722997,0.6725084,0.5635484,0.3539698,0.3658848,0.7518376,0.4696948
2023-07-19 11:30:21:9535,0.8655308,0.9833745,0.5286576,0.9629565,0.4338054,0.679635,0.3650461,0.3653217,0.6070175,0.7832681,0.3181236,0.6651777,0.3762477,0.4533293,0.7881699,0.06613469,0.9354008,0.7356244,0.5846378,0.7995714,0.2691799,0.4634218,0.1887764,0.05105841,0.9260172,0.9866884,0.5722284,0.3227441,0.4826911,0.4749542,0.9445436,0.9535656,0.3494908
2023-07-19 11:30:22:4645,0.7070684,0.5855619,0.7138816,0.1262006,0.4085136,0.1127766,0.4146606,0.7904683,0.3663957,0.5763683,0.5831494,0.1136097,0.3834751,0.5139969,0.1680667,0.05336213,0.1008632,0.01614714,0.107271,0.9831752,0.3465206,0.7401341,0.1030558,0.7666836,0.6744041,0.5972911,0.982054,0.2386546,0.312225,0.5205482,0.2257756,0.6444192,0.5111596
2023-07-19 11:30:22:9535,0.8519219,0.5852564,0.2476207,0.4085793,0.01433551,0.849926,0.009373426,0.4780701,0.6341997,0.3526769,0.9580808,0.07083654,0.673655,0.1887186,0.5462918,0.3204309,0.7321419,0.4788732,0.01588631,0.2667233,0.08185697,0.8238879,0.5915368,0.04106164,0.3729636,0.04909253,0.8574945,0.9654553,0.03398335,0.7150942,0.990146,0.6535692,0.322183
2023-07-19 11:30:23:4555,0.7740828,0.6874439,0.948994,0.7526014,0.8838758,0.075984,0.2804342,0.868022,0.7303525,0.6665666,0.6804163,0.0867033,0.1937525,0.9703085,0.3496122,0.7366072,0.2656181,0.5250778,0.6793461,0.7273159,0.7776197,0.9699693,0.8308135,0.685539,0.5963959,0.4035398,0.879881,0.9523129,0.5996426,0.5775917,0.4527902,0.9716218,0.5819405
2023-07-19 11:30:23:9615,0.2019054,0.03385186,0.9121093,0.3566324,0.5388539,0.3091643,0.412571,0.3903692,0.7449375,0.6953069,0.2729172,0.3159592,0.4282605,0.07078207,0.271246,0.3572029,0.7158325,0.05720675,0.825066,0.7091002,0.2777055,0.6889266,0.9732432,0.826653,0.3628169,0.09806561,0.62635,0.04602683,0.8163027,0.6474257,0.7705206,0.3382388,0.7809311
2023-07-19 11:30:24:4575,0.2826913,0.4439195,0.2032417,0.9771901,0.8885667,0.01184797,0.2851815,0.02594805,0.7188505,0.8539447,0.6875,0.2389188,0.375087,0.7397414,0.5630031,0.7190746,0.5894944,0.7240969,0.3405252,0.1484563,0.5615342,0.6317843,0.9913104,0.3398656,0.3821124,0.5621031,0.3823523,0.7844741,0.7734567,0.2601671,0.3700952,0.7636015,0.2836278
2023-07-19 11:30:24:9600,0.8776519,0.05043888,0.4626113,0.8225243,0.3904505,0.5426928,0.0009465218,0.982366,0.1559734,0.2215078,0.9536822,0.6439359,0.3571327,0.4438916,0.3099169,0.05102932,0.3321446,0.7256973,0.8195517,0.9971632,0.602971,0.9940577,0.4186174,0.265794,0.9933333,0.8140814,0.45823,0.417828,0.8738505,0.3328176,0.5004461,0.4655229,0.6232318
